Protein,Encoding,Model,Acquisition,Timestep,Mean,Std
GB1,AA,Boosting Ensemble,UCB,386,0.5125289046507469,0.01210283925579201
GB1,AA,Boosting Ensemble,UCB,387,0.5268225399199984,0.012776550052605279
GB1,AA,Boosting Ensemble,UCB,388,0.5379798901322176,0.012550688834279752
GB1,AA,Boosting Ensemble,UCB,389,0.5481492974251851,0.01239848870136838
GB1,AA,Boosting Ensemble,UCB,390,0.5605081320089835,0.013387689440020577
GB1,AA,Boosting Ensemble,UCB,391,0.5686373509761025,0.013956866452469439
GB1,AA,Boosting Ensemble,UCB,392,0.5765969399585409,0.01498565125686871
GB1,AA,Boosting Ensemble,UCB,393,0.5783007389217083,0.014904987641710953
GB1,AA,Boosting Ensemble,UCB,394,0.5823629933172874,0.014752873837160169
GB1,AA,Boosting Ensemble,UCB,395,0.5852151835264592,0.014782829344790171
GB1,AA,Boosting Ensemble,UCB,396,0.5884657936998164,0.014478847722982819
GB1,AA,Boosting Ensemble,UCB,397,0.595775314674599,0.014797215495257372
GB1,AA,Boosting Ensemble,UCB,398,0.6010418419941166,0.014781099417630296
GB1,AA,Boosting Ensemble,UCB,399,0.6077257501032403,0.0147741850431514
GB1,AA,Boosting Ensemble,UCB,400,0.6106767990606827,0.014568456322341163
GB1,AA,Boosting Ensemble,UCB,401,0.6114765035321887,0.014788846113534825
GB1,AA,Boosting Ensemble,UCB,402,0.6114765035321887,0.014788846113534825
GB1,AA,Boosting Ensemble,UCB,403,0.6135460849820198,0.014719197223932367
GB1,AA,Boosting Ensemble,UCB,404,0.6148245023710988,0.014705255011500716
GB1,AA,Boosting Ensemble,UCB,405,0.6237282040181639,0.015612930882267067
GB1,AA,Boosting Ensemble,UCB,406,0.6264712537956301,0.015263523381018553
GB1,AA,Boosting Ensemble,UCB,407,0.631877794806745,0.015528655008710483
GB1,AA,Boosting Ensemble,UCB,408,0.6359738433201769,0.015453535539998895
GB1,AA,Boosting Ensemble,UCB,409,0.6359738433201769,0.015453535539998895
GB1,AA,Boosting Ensemble,UCB,410,0.6361107929292644,0.015478400524190337
GB1,AA,Boosting Ensemble,UCB,411,0.6409171684402554,0.015559673484810152
GB1,AA,Boosting Ensemble,UCB,412,0.6457524766306029,0.01589053638562819
